event_id,timestamp,vehicle_id,zone_id,event_type,parking_duration,occupancy,capacity,latitude,longitude,temperature,rainfall,day_of_week,is_holiday
E00159530,2026-01-01 05:58:51,V00952,Z010,ENTRY,0,4,41,19.091639,72.898163,25.68,0.0,3,1
E00008431,2026-01-01 05:58:55,V02708,Z002,ENTRY,0,11,122,19.128181,72.934563,25.68,0.0,3,1
E00163869,2026-01-01 05:59:27,V01730,Z011,ENTRY,0,7,93,19.107515,72.8696,25.68,0.0,3,1
E00222134,2026-01-01 05:59:31,V00989,Z014,EXIT,56,16,121,19.124004,72.855615,25.68,0.0,3,1
E00222135,2026-01-01 05:59:43,V05284,Z014,ENTRY,0,17,121,19.122364,72.855803,25.68,0.0,3,1
E00222136,2026-01-01 05:59:53,V01741,Z014,EXIT,43,16,121,19.123219,72.855441,25.68,0.0,3,1
E00178690,2026-01-01 06:00:44,V02711,Z012,ENTRY,0,18,147,19.058812,72.91717,25.68,0.0,3,1
E00362697,2026-01-01 06:00:53,V04947,Z019,ENTRY,0,17,130,19.034639,72.899466,25.68,0.0,3,1
E00259135,2026-01-01 06:01:00,V04735,Z015,EXIT,42,13,116,19.108991,72.917622,25.68,0.0,3,1
E00008432,2026-01-01 06:01:02,V04376,Z002,EXIT,31,10,122,19.127573,72.933723,25.68,0.0,3,1
E00178691,2026-01-01 06:01:05,V05156,Z012,ENTRY,0,19,147,19.059003,72.917627,25.68,0.0,3,1
E00025811,2026-01-01 06:01:11,V00126,Z003,EXIT,148,21,108,19.093748,72.857532,25.68,0.0,3,1
E00222137,2026-01-01 06:01:20,V02550,Z014,ENTRY,0,17,121,19.122789,72.856101,25.68,0.0,3,1
E00303116,2026-01-01 06:01:25,V05543,Z016,ENTRY,0,20,124,19.038782,72.913582,25.68,0.0,3,1
E00342371,2026-01-01 06:01:33,V00578,Z017,ENTRY,0,7,91,19.071786,72.864624,25.68,0.0,3,1
E00041283,2026-01-01 06:01:39,V03539,Z004,ENTRY,0,13,82,19.114311,72.861979,25.68,0.0,3,1
E00222138,2026-01-01 06:01:54,V04647,Z014,EXIT,50,16,121,19.122611,72.855823,25.68,0.0,3,1
E00062793,2026-01-01 06:02:02,V01802,Z005,EXIT,40,15,81,19.070176,72.873277,25.68,0.0,3,1
E00259136,2026-01-01 06:02:03,V04164,Z015,EXIT,32,12,116,19.109167,72.917226,25.68,0.0,3,1
E00092255,2026-01-01 06:02:04,V04552,Z006,EXIT,57,19,133,19.043309,72.840929,25.68,0.0,3,1
E00062794,2026-01-01 06:02:06,V04714,Z005,ENTRY,0,16,81,19.070054,72.874044,25.68,0.0,3,1
E00178692,2026-01-01 06:02:17,V03925,Z012,ENTRY,0,20,147,19.058721,72.918478,25.68,0.0,3,1
E00062795,2026-01-01 06:02:34,V03380,Z005,EXIT,42,15,81,19.068901,72.874419,25.68,0.0,3,1
E00222139,2026-01-01 06:02:48,V04494,Z014,ENTRY,0,17,121,19.124086,72.855882,25.68,0.0,3,1
E00259137,2026-01-01 06:02:50,V02394,Z015,ENTRY,0,13,116,19.11032,72.918112,25.68,0.0,3,1
E00041284,2026-01-01 06:02:56,V02132,Z004,EXIT,46,12,82,19.113987,72.86216,25.68,0.0,3,1
E00342372,2026-01-01 06:03:01,V00634,Z017,ENTRY,0,8,91,19.072155,72.864073,25.68,0.0,3,1
E00303117,2026-01-01 06:03:09,V01165,Z016,ENTRY,0,21,124,19.039813,72.914811,25.68,0.0,3,1
E00000005,2026-01-01 06:03:10,V02984,Z001,EXIT,40,3,40,19.061272,72.907454,25.68,0.0,3,1
E00222140,2026-01-01 06:03:24,V05125,Z014,ENTRY,0,18,121,19.123675,72.856129,25.68,0.0,3,1
E00092256,2026-01-01 06:03:25,V03698,Z006,EXIT,31,18,133,19.042629,72.840408,25.68,0.0,3,1
E00259138,2026-01-01 06:03:31,V05338,Z015,EXIT,42,12,116,19.108411,72.917884,25.68,0.0,3,1
E00062796,2026-01-01 06:03:38,V01860,Z005,ENTRY,0,16,81,19.06895,72.873666,25.68,0.0,3,1
E00092257,2026-01-01 06:03:42,V01226,Z006,ENTRY,0,19,133,19.042718,72.839791,25.68,0.0,3,1
E00135242,2026-01-01 06:03:51,V01323,Z008,ENTRY,0,10,113,19.023813,72.875242,25.68,0.0,3,1
E00206414,2026-01-01 06:04:08,V03226,Z013,ENTRY,0,8,118,19.132204,72.901123,25.68,0.0,3,1
E00000006,2026-01-01 06:04:09,V02297,Z001,ENTRY,0,4,40,19.061248,72.907134,25.68,0.0,3,1
E00222141,2026-01-01 06:04:09,V02211,Z014,EXIT,34,17,121,19.122566,72.854436,25.68,0.0,3,1
E00025812,2026-01-01 06:04:15,V01133,Z003,ENTRY,0,22,108,19.093695,72.856886,25.68,0.0,3,1
E00008433,2026-01-01 06:04:42,V02139,Z002,ENTRY,0,11,122,19.127482,72.933261,25.68,0.0,3,1
E00206415,2026-01-01 06:04:43,V00515,Z013,ENTRY,0,9,118,19.133073,72.902066,25.68,0.0,3,1
E00178693,2026-01-01 06:04:48,V01884,Z012,ENTRY,0,21,147,19.057797,72.917543,25.68,0.0,3,1
E00025813,2026-01-01 06:04:52,V04642,Z003,ENTRY,0,23,108,19.093948,72.856606,25.68,0.0,3,1
E00362698,2026-01-01 06:05:03,V04482,Z019,ENTRY,0,18,130,19.03498,72.899019,25.68,0.0,3,1
E00135243,2026-01-01 06:05:19,V05620,Z008,ENTRY,0,11,113,19.02327,72.874728,25.68,0.0,3,1
E00362699,2026-01-01 06:05:22,V05140,Z019,EXIT,34,17,130,19.033516,72.898732,25.68,0.0,3,1
E00092258,2026-01-01 06:06:01,V03749,Z006,ENTRY,0,20,133,19.043622,72.841426,25.68,0.0,3,1
E00303118,2026-01-01 06:06:09,V05835,Z016,ENTRY,0,22,124,19.039124,72.914485,25.68,0.0,3,1
E00000007,2026-01-01 06:06:35,V04806,Z001,ENTRY,0,5,40,19.059707,72.90687,25.68,0.0,3,1
E00259139,2026-01-01 06:06:48,V00217,Z015,ENTRY,0,13,116,19.109144,72.916866,25.68,0.0,3,1
E00342373,2026-01-01 06:07:20,V04441,Z017,ENTRY,0,9,91,19.071336,72.863888,25.68,0.0,3,1
E00159531,2026-01-01 06:07:30,V03370,Z010,ENTRY,0,5,41,19.091219,72.898101,25.68,0.0,3,1
E00303119,2026-01-01 06:07:48,V04511,Z016,ENTRY,0,23,124,19.039555,72.913916,25.68,0.0,3,1
E00092259,2026-01-01 06:07:50,V00498,Z006,EXIT,57,19,133,19.042516,72.839635,25.68,0.0,3,1
E00092260,2026-01-01 06:07:53,V00675,Z006,EXIT,46,18,133,19.04292,72.8413,25.68,0.0,3,1
E00303120,2026-01-01 06:07:53,V00029,Z016,ENTRY,0,24,124,19.039371,72.913561,25.68,0.0,3,1
E00062797,2026-01-01 06:08:14,V03821,Z005,ENTRY,0,17,81,19.069296,72.874796,25.68,0.0,3,1
E00126562,2026-01-01 06:08:27,V00923,Z007,ENTRY,0,6,40,19.082411,72.834111,25.68,0.0,3,1
E00362700,2026-01-01 06:08:36,V01338,Z019,EXIT,34,16,130,19.035293,72.898952,25.68,0.0,3,1
E00135244,2026-01-01 06:08:55,V03464,Z008,EXIT,38,10,113,19.02441,72.875706,25.68,0.0,3,1
E00259140,2026-01-01 06:09:04,V04461,Z015,ENTRY,0,14,116,19.109363,72.917737,25.68,0.0,3,1
E00092261,2026-01-01 06:09:14,V04218,Z006,ENTRY,0,19,133,19.042618,72.840956,25.68,0.0,3,1
E00362701,2026-01-01 06:09:27,V01074,Z019,EXIT,80,15,130,19.033811,72.899553,25.68,0.0,3,1
E00041285,2026-01-01 06:09:31,V03263,Z004,ENTRY,0,13,82,19.115568,72.863062,25.68,0.0,3,1
E00163870,2026-01-01 06:09:38,V05381,Z011,EXIT,45,6,93,19.106403,72.869777,25.68,0.0,3,1
E00163871,2026-01-01 06:09:44,V00328,Z011,EXIT,61,5,93,19.107112,72.870383,25.68,0.0,3,1
E00222142,2026-01-01 06:09:47,V03156,Z014,ENTRY,0,18,121,19.123255,72.854263,25.68,0.0,3,1
E00062798,2026-01-01 06:09:57,V04127,Z005,EXIT,25,16,81,19.068244,72.874623,25.68,0.0,3,1
E00342374,2026-01-01 06:10:23,V00092,Z017,ENTRY,0,10,91,19.072297,72.86385,25.68,0.0,3,1
E00303121,2026-01-01 06:10:40,V05484,Z016,ENTRY,0,25,124,19.03862,72.913893,25.68,0.0,3,1
E00303122,2026-01-01 06:11:01,V05122,Z016,EXIT,40,24,124,19.040081,72.914735,25.68,0.0,3,1
E00178694,2026-01-01 06:11:12,V03100,Z012,ENTRY,0,22,147,19.058143,72.918307,25.68,0.0,3,1
E00178695,2026-01-01 06:11:20,V01600,Z012,ENTRY,0,23,147,19.058962,72.91818,25.68,0.0,3,1
E00062799,2026-01-01 06:11:31,V00543,Z005,ENTRY,0,17,81,19.068404,72.875045,25.68,0.0,3,1
E00362702,2026-01-01 06:11:32,V03736,Z019,ENTRY,0,16,130,19.035047,72.898909,25.68,0.0,3,1
E00206416,2026-01-01 06:11:38,V01200,Z013,ENTRY,0,10,118,19.132941,72.90104,25.68,0.0,3,1
E00092262,2026-01-01 06:11:41,V00337,Z006,EXIT,70,18,133,19.043586,72.840156,25.68,0.0,3,1
E00259141,2026-01-01 06:12:26,V04001,Z015,ENTRY,0,15,116,19.109457,72.917727,25.68,0.0,3,1
E00062800,2026-01-01 06:12:31,V01679,Z005,EXIT,62,16,81,19.070091,72.874806,25.68,0.0,3,1
E00025814,2026-01-01 06:12:38,V02545,Z003,ENTRY,0,24,108,19.092488,72.857128,25.68,0.0,3,1
E00222143,2026-01-01 06:12:38,V01360,Z014,EXIT,41,17,121,19.124158,72.854209,25.68,0.0,3,1
E00008434,2026-01-01 06:12:38,V04077,Z002,EXIT,63,10,122,19.1282,72.934576,25.68,0.0,3,1
E00008435,2026-01-01 06:12:42,V05438,Z002,ENTRY,0,11,122,19.128195,72.934325,25.68,0.0,3,1
E00362703,2026-01-01 06:12:45,V04650,Z019,ENTRY,0,17,130,19.035217,72.900087,25.68,0.0,3,1
E00303123,2026-01-01 06:12:46,V02593,Z016,EXIT,37,23,124,19.039279,72.914177,25.68,0.0,3,1
E00041286,2026-01-01 06:12:49,V00182,Z004,EXIT,46,12,82,19.115689,72.862821,25.68,0.0,3,1
E00008436,2026-01-01 06:13:06,V01047,Z002,ENTRY,0,12,122,19.126788,72.934386,25.68,0.0,3,1
E00303124,2026-01-01 06:13:07,V02044,Z016,EXIT,42,22,124,19.038555,72.913503,25.68,0.0,3,1
E00259142,2026-01-01 06:13:10,V02868,Z015,ENTRY,0,16,116,19.10851,72.91772,25.68,0.0,3,1
E00008437,2026-01-01 06:13:10,V04125,Z002,ENTRY,0,13,122,19.126533,72.933547,25.68,0.0,3,1
E00126563,2026-01-01 06:13:32,V04494,Z007,EXIT,70,5,40,19.081762,72.833217,25.68,0.0,3,1
E00389401,2026-01-01 06:13:42,V05996,Z020,EXIT,52,19,84,19.098404,72.83389,25.68,0.0,3,1
E00259143,2026-01-01 06:13:47,V04587,Z015,ENTRY,0,17,116,19.110014,72.916838,25.68,0.0,3,1
E00062801,2026-01-01 06:14:09,V01859,Z005,ENTRY,0,17,81,19.068447,72.873064,25.68,0.0,3,1
E00362704,2026-01-01 06:14:16,V01560,Z019,EXIT,23,16,130,19.035199,72.898922,25.68,0.0,3,1
E00206417,2026-01-01 06:14:25,V03124,Z013,ENTRY,0,11,118,19.13317,72.902233,25.68,0.0,3,1
E00259144,2026-01-01 06:14:30,V01641,Z015,ENTRY,0,18,116,19.109339,72.91853,25.68,0.0,3,1
E00178696,2026-01-01 06:14:41,V01654,Z012,ENTRY,0,24,147,19.059179,72.916815,25.68,0.0,3,1
E00362705,2026-01-01 06:14:42,V03915,Z019,ENTRY,0,17,130,19.035315,72.898936,25.68,0.0,3,1
E00008438,2026-01-01 06:14:58,V04273,Z002,ENTRY,0,14,122,19.127078,72.933797,25.68,0.0,3,1
E00178697,2026-01-01 06:15:07,V05557,Z012,ENTRY,0,25,147,19.059156,72.916846,25.68,0.0,3,1
E00303125,2026-01-01 06:15:08,V04319,Z016,ENTRY,0,23,124,19.039937,72.913706,25.68,0.0,3,1
E00163872,2026-01-01 06:15:11,V02454,Z011,EXIT,63,4,93,19.106867,72.870103,25.68,0.0,3,1
E00389402,2026-01-01 06:15:26,V00808,Z020,EXIT,55,18,84,19.097204,72.835376,25.68,0.0,3,1
E00259145,2026-01-01 06:15:29,V00358,Z015,EXIT,55,17,116,19.108853,72.918298,25.68,0.0,3,1
E00303126,2026-01-01 06:15:35,V00549,Z016,ENTRY,0,24,124,19.039447,72.914037,25.68,0.0,3,1
E00389403,2026-01-01 06:16:21,V00079,Z020,EXIT,67,17,84,19.098904,72.834328,25.68,0.0,3,1
E00362706,2026-01-01 06:16:42,V01963,Z019,ENTRY,0,18,130,19.033533,72.898862,25.68,0.0,3,1
E00025815,2026-01-01 06:16:44,V00225,Z003,ENTRY,0,25,108,19.094258,72.857621,25.68,0.0,3,1
E00259146,2026-01-01 06:16:59,V00843,Z015,EXIT,74,16,116,19.109697,72.918227,25.68,0.0,3,1
E00303127,2026-01-01 06:17:26,V05580,Z016,EXIT,71,23,124,19.039535,72.915026,25.68,0.0,3,1
E00303128,2026-01-01 06:17:41,V03736,Z016,EXIT,41,22,124,19.039796,72.914705,25.68,0.0,3,1
E00222144,2026-01-01 06:17:43,V03684,Z014,EXIT,58,16,121,19.123998,72.855115,25.68,0.0,3,1
E00000008,2026-01-01 06:17:54,V03282,Z001,ENTRY,0,6,40,19.059743,72.907807,25.68,0.0,3,1
E00389404,2026-01-01 06:17:59,V05559,Z020,ENTRY,0,18,84,19.097232,72.833714,25.68,0.0,3,1
E00342375,2026-01-01 06:18:04,V03980,Z017,ENTRY,0,11,91,19.072321,72.863614,25.68,0.0,3,1
E00206418,2026-01-01 06:18:10,V02456,Z013,ENTRY,0,12,118,19.133445,72.902698,25.68,0.0,3,1
E00092263,2026-01-01 06:18:12,V05418,Z006,ENTRY,0,19,133,19.044069,72.840349,25.68,0.0,3,1
E00362707,2026-01-01 06:18:15,V04512,Z019,EXIT,74,17,130,19.033798,72.89948,25.68,0.0,3,1
E00025816,2026-01-01 06:18:19,V02996,Z003,ENTRY,0,26,108,19.093835,72.856997,25.68,0.0,3,1
E00163873,2026-01-01 06:18:25,V05509,Z011,ENTRY,0,5,93,19.106761,72.871043,25.68,0.0,3,1
E00008439,2026-01-01 06:18:36,V01639,Z002,ENTRY,0,15,122,19.126883,72.933485,25.68,0.0,3,1
E00362708,2026-01-01 06:18:41,V01552,Z019,EXIT,44,16,130,19.035369,72.899506,25.68,0.0,3,1
E00362709,2026-01-01 06:18:44,V00893,Z019,ENTRY,0,17,130,19.034369,72.90006,25.68,0.0,3,1
E00342376,2026-01-01 06:18:46,V02569,Z017,ENTRY,0,12,91,19.072151,72.863551,25.68,0.0,3,1
E00041287,2026-01-01 06:19:03,V04874,Z004,ENTRY,0,13,82,19.114673,72.861632,25.68,0.0,3,1
E00062802,2026-01-01 06:19:03,V02459,Z005,EXIT,62,16,81,19.068709,72.874359,25.68,0.0,3,1
E00041288,2026-01-01 06:19:15,V04340,Z004,ENTRY,0,14,82,19.115685,72.862701,25.68,0.0,3,1
E00178698,2026-01-01 06:19:23,V02003,Z012,EXIT,40,24,147,19.058017,72.91697,25.68,0.0,3,1
E00222145,2026-01-01 06:19:35,V01399,Z014,ENTRY,0,17,121,19.122511,72.854538,25.68,0.0,3,1
E00008440,2026-01-01 06:19:51,V03517,Z002,ENTRY,0,16,122,19.126798,72.933933,25.68,0.0,3,1
E00092264,2026-01-01 06:20:07,V03145,Z006,ENTRY,0,20,133,19.043206,72.840326,25.68,0.0,3,1
E00062803,2026-01-01 06:20:09,V05037,Z005,EXIT,35,15,81,19.070016,72.873734,25.68,0.0,3,1
E00206419,2026-01-01 06:20:58,V00268,Z013,ENTRY,0,13,118,19.132259,72.900879,25.68,0.0,3,1
E00159532,2026-01-01 06:21:00,V00283,Z010,ENTRY,0,6,41,19.090848,72.898685,25.68,0.0,3,1
E00259147,2026-01-01 06:21:22,V04037,Z015,ENTRY,0,17,116,19.109903,72.918478,25.68,0.0,3,1
E00303129,2026-01-01 06:21:43,V00500,Z016,EXIT,64,21,124,19.038503,72.913856,25.68,0.0,3,1
E00259148,2026-01-01 06:21:50,V05030,Z015,EXIT,48,16,116,19.109486,72.918438,25.68,0.0,3,1
E00355412,2026-01-01 06:21:51,V03633,Z018,ENTRY,0,6,45,19.021443,72.851454,25.68,0.0,3,1
E00389405,2026-01-01 06:21:52,V02668,Z020,EXIT,62,17,84,19.097691,72.833594,25.68,0.0,3,1
E00092265,2026-01-01 06:21:54,V04748,Z006,ENTRY,0,21,133,19.043928,72.840744,25.68,0.0,3,1
E00303130,2026-01-01 06:22:11,V04020,Z016,EXIT,46,20,124,19.039077,72.914135,25.68,0.0,3,1
E00389406,2026-01-01 06:22:21,V05122,Z020,EXIT,76,16,84,19.097278,72.833705,25.68,0.0,3,1
E00092266,2026-01-01 06:22:22,V03245,Z006,ENTRY,0,22,133,19.043006,72.840783,25.68,0.0,3,1
E00000009,2026-01-01 06:22:51,V05341,Z001,ENTRY,0,7,40,19.061404,72.907922,25.68,0.0,3,1
E00041289,2026-01-01 06:22:52,V04900,Z004,ENTRY,0,15,82,19.115496,72.862038,25.68,0.0,3,1
E00259149,2026-01-01 06:23:10,V02910,Z015,EXIT,51,15,116,19.110055,72.917696,25.68,0.0,3,1
E00025817,2026-01-01 06:23:16,V04885,Z003,ENTRY,0,27,108,19.092854,72.857309,25.68,0.0,3,1
E00362710,2026-01-01 06:23:17,V03355,Z019,ENTRY,0,18,130,19.035326,72.899983,25.68,0.0,3,1
E00206420,2026-01-01 06:23:19,V04656,Z013,ENTRY,0,14,118,19.132138,72.900936,25.68,0.0,3,1
E00092267,2026-01-01 06:23:24,V01605,Z006,ENTRY,0,23,133,19.042435,72.840896,25.68,0.0,3,1
E00303131,2026-01-01 06:23:26,V03186,Z016,EXIT,44,19,124,19.038944,72.913911,25.68,0.0,3,1
E00041290,2026-01-01 06:23:28,V01490,Z004,EXIT,52,14,82,19.115708,72.862652,25.68,0.0,3,1
E00062804,2026-01-01 06:23:56,V01212,Z005,ENTRY,0,16,81,19.068903,72.873793,25.68,0.0,3,1
E00259150,2026-01-01 06:24:15,V04997,Z015,EXIT,47,14,116,19.108878,72.916752,25.68,0.0,3,1
E00222146,2026-01-01 06:24:21,V04395,Z014,EXIT,45,16,121,19.123608,72.855009,25.68,0.0,3,1
E00178699,2026-01-01 06:24:44,V00252,Z012,ENTRY,0,25,147,19.058803,72.916888,25.68,0.0,3,1
E00303132,2026-01-01 06:24:48,V03716,Z016,EXIT,30,18,124,19.03843,72.91509,25.68,0.0,3,1
E00206421,2026-01-01 06:24:51,V01720,Z013,EXIT,205,13,118,19.132485,72.901668,25.68,0.0,3,1
E00303133,2026-01-01 06:25:11,V02514,Z016,ENTRY,0,19,124,19.03935,72.914554,25.68,0.0,3,1
E00259151,2026-01-01 06:25:12,V00155,Z015,EXIT,34,13,116,19.109269,72.917841,25.68,0.0,3,1
E00222147,2026-01-01 06:25:13,V00250,Z014,ENTRY,0,17,121,19.123997,72.854867,25.68,0.0,3,1
E00062805,2026-01-01 06:25:38,V01860,Z005,EXIT,22,15,81,19.068621,72.873151,25.68,0.0,3,1
E00206422,2026-01-01 06:25:40,V01379,Z013,EXIT,75,12,118,19.133054,72.902104,25.68,0.0,3,1
E00259152,2026-01-01 06:26:15,V05162,Z015,ENTRY,0,14,116,19.109532,72.917905,25.68,0.0,3,1
E00206423,2026-01-01 06:26:49,V03240,Z013,ENTRY,0,13,118,19.13271,72.901624,25.68,0.0,3,1
E00259153,2026-01-01 06:26:50,V03518,Z015,EXIT,47,13,116,19.109005,72.916758,25.68,0.0,3,1
E00222148,2026-01-01 06:26:56,V02566,Z014,EXIT,45,16,121,19.122735,72.854885,25.68,0.0,3,1
E00342377,2026-01-01 06:27:05,V02992,Z017,ENTRY,0,13,91,19.071772,72.865111,25.68,0.0,3,1
E00000010,2026-01-01 06:27:13,V02014,Z001,ENTRY,0,8,40,19.059694,72.906194,25.68,0.0,3,1
E00178700,2026-01-01 06:27:14,V05945,Z012,ENTRY,0,26,147,19.058382,72.917141,25.68,0.0,3,1
E00008441,2026-01-01 06:27:38,V02019,Z002,EXIT,36,15,122,19.127798,72.933539,25.68,0.0,3,1
E00025818,2026-01-01 06:27:46,V04338,Z003,ENTRY,0,28,108,19.092954,72.856083,25.68,0.0,3,1
E00303134,2026-01-01 06:28:11,V02587,Z016,ENTRY,0,20,124,19.038459,72.914188,25.68,0.0,3,1
E00222149,2026-01-01 06:28:20,V02550,Z014,EXIT,27,15,121,19.123453,72.855795,25.68,0.0,3,1
E00259154,2026-01-01 06:28:26,V02917,Z015,ENTRY,0,14,116,19.110345,72.917091,25.68,0.0,3,1
E00303135,2026-01-01 06:28:28,V03845,Z016,EXIT,43,19,124,19.040187,72.913821,25.68,0.0,3,1
E00178701,2026-01-01 06:28:34,V00346,Z012,ENTRY,0,27,147,19.059508,72.916647,25.68,0.0,3,1
E00041291,2026-01-01 06:28:38,V00871,Z004,ENTRY,0,15,82,19.115603,72.862424,25.68,0.0,3,1
E00389407,2026-01-01 06:28:45,V01434,Z020,EXIT,40,15,84,19.097303,72.834498,25.68,0.0,3,1
E00206424,2026-01-01 06:28:47,V03055,Z013,ENTRY,0,14,118,19.131906,72.901095,25.68,0.0,3,1
E00389408,2026-01-01 06:28:54,V02982,Z020,ENTRY,0,16,84,19.097875,72.835121,25.68,0.0,3,1
E00206425,2026-01-01 06:29:05,V01468,Z013,ENTRY,0,15,118,19.132691,72.901243,25.68,0.0,3,1
E00092268,2026-01-01 06:29:13,V01745,Z006,ENTRY,0,24,133,19.042376,72.840143,25.68,0.0,3,1
E00303136,2026-01-01 06:29:22,V01008,Z016,ENTRY,0,20,124,19.0389,72.914528,25.68,0.0,3,1
E00222150,2026-01-01 06:29:26,V01653,Z014,ENTRY,0,16,121,19.123799,72.854782,25.68,0.0,3,1
E00222151,2026-01-01 06:29:30,V00975,Z014,ENTRY,0,17,121,19.122304,72.855373,25.68,0.0,3,1
E00062806,2026-01-01 06:29:31,V00543,Z005,EXIT,18,14,81,19.069024,72.873813,25.68,0.0,3,1
E00303137,2026-01-01 06:29:31,V05298,Z016,ENTRY,0,21,124,19.039909,72.914046,25.68,0.0,3,1
E00126564,2026-01-01 06:29:31,V01664,Z007,ENTRY,0,6,40,19.083497,72.832404,25.68,0.0,3,1
E00092269,2026-01-01 06:29:53,V05439,Z006,ENTRY,0,25,133,19.044171,72.840505,25.68,0.0,3,1
E00303138,2026-01-01 06:29:56,V02290,Z016,EXIT,49,20,124,19.038572,72.914157,25.68,0.0,3,1
E00062807,2026-01-01 06:30:00,V00110,Z005,EXIT,49,13,81,19.068952,72.874212,25.68,0.0,3,1
E00303139,2026-01-01 06:30:02,V03055,Z016,ENTRY,0,21,124,19.040211,72.913875,25.68,0.0,3,1
E00389409,2026-01-01 06:30:06,V04271,Z020,ENTRY,0,17,84,19.097758,72.834209,25.68,0.0,3,1
E00303140,2026-01-01 06:30:06,V01716,Z016,EXIT,47,20,124,19.040201,72.913495,25.68,0.0,3,1
E00025819,2026-01-01 06:30:16,V03144,Z003,EXIT,64,27,108,19.094088,72.856134,25.68,0.0,3,1
E00222152,2026-01-01 06:30:17,V05541,Z014,ENTRY,0,18,121,19.123423,72.854533,25.68,0.0,3,1
E00389410,2026-01-01 06:30:22,V02340,Z020,ENTRY,0,18,84,19.097163,72.834899,25.68,0.0,3,1
E00062808,2026-01-01 06:30:29,V00757,Z005,EXIT,37,12,81,19.070033,72.873612,25.68,0.0,3,1
E00259155,2026-01-01 06:30:33,V02315,Z015,ENTRY,0,15,116,19.10994,72.918307,25.68,0.0,3,1
E00259156,2026-01-01 06:30:40,V05191,Z015,EXIT,76,14,116,19.109942,72.91685,25.68,0.0,3,1
E00092270,2026-01-01 06:30:59,V03419,Z006,ENTRY,0,26,133,19.043659,72.840597,25.68,0.0,3,1
E00342378,2026-01-01 06:31:10,V05390,Z017,ENTRY,0,14,91,19.072129,72.863245,25.68,0.0,3,1
E00178702,2026-01-01 06:31:27,V01487,Z012,EXIT,81,26,147,19.058969,72.917916,25.68,0.0,3,1
E00259157,2026-01-01 06:31:30,V01641,Z015,EXIT,17,13,116,19.109635,72.917699,25.68,0.0,3,1
E00000011,2026-01-01 06:31:35,V04806,Z001,EXIT,25,7,40,19.06025,72.907112,25.68,0.0,3,1
E00041292,2026-01-01 06:31:38,V00721,Z004,ENTRY,0,16,82,19.115185,72.862647,25.68,0.0,3,1
E00342379,2026-01-01 06:31:39,V05499,Z017,EXIT,90,13,91,19.072142,72.863238,25.68,0.0,3,1
E00062809,2026-01-01 06:31:39,V01891,Z005,ENTRY,0,13,81,19.069079,72.874834,25.68,0.0,3,1
E00062810,2026-01-01 06:31:41,V03132,Z005,ENTRY,0,14,81,19.069391,72.874573,25.68,0.0,3,1
E00008442,2026-01-01 06:31:44,V03166,Z002,ENTRY,0,16,122,19.127261,72.933154,25.68,0.0,3,1
E00092271,2026-01-01 06:31:45,V03705,Z006,EXIT,41,25,133,19.044268,72.840654,25.68,0.0,3,1
E00092272,2026-01-01 06:31:46,V04133,Z006,EXIT,90,24,133,19.043235,72.840575,25.68,0.0,3,1
E00041293,2026-01-01 06:31:49,V05565,Z004,ENTRY,0,17,82,19.115432,72.862298,25.68,0.0,3,1
E00303141,2026-01-01 06:31:52,V02856,Z016,ENTRY,0,21,124,19.039601,72.913991,25.68,0.0,3,1
E00135245,2026-01-01 06:32:09,V03231,Z008,EXIT,180,9,113,19.022836,72.874895,25.68,0.0,3,1
E00092273,2026-01-01 06:32:46,V01951,Z006,ENTRY,0,25,133,19.044254,72.840249,25.68,0.0,3,1
E00041294,2026-01-01 06:32:58,V05379,Z004,EXIT,69,16,82,19.115028,72.862236,25.68,0.0,3,1
E00092274,2026-01-01 06:33:16,V05158,Z006,EXIT,59,24,133,19.043556,72.841185,25.68,0.0,3,1
E00362711,2026-01-01 06:33:20,V00364,Z019,EXIT,69,17,130,19.03487,72.899653,25.68,0.0,3,1
E00389411,2026-01-01 06:33:25,V02237,Z020,ENTRY,0,19,84,19.098102,72.834608,25.68,0.0,3,1
E00303142,2026-01-01 06:33:25,V05543,Z016,EXIT,32,20,124,19.039357,72.914143,25.68,0.0,3,1
E00092275,2026-01-01 06:33:27,V02204,Z006,EXIT,72,23,133,19.042924,72.840111,25.68,0.0,3,1
E00259158,2026-01-01 06:33:27,V01931,Z015,ENTRY,0,14,116,19.109967,72.918244,25.68,0.0,3,1
E00025820,2026-01-01 06:33:49,V00693,Z003,ENTRY,0,28,108,19.093087,72.857663,25.68,0.0,3,1
E00008443,2026-01-01 06:34:34,V05512,Z002,ENTRY,0,17,122,19.126882,72.933874,25.68,0.0,3,1
E00092276,2026-01-01 06:34:34,V02107,Z006,EXIT,60,22,133,19.0428,72.841007,25.68,0.0,3,1
E00389412,2026-01-01 06:34:35,V03930,Z020,EXIT,47,18,84,19.097084,72.835396,25.68,0.0,3,1
E00135246,2026-01-01 06:34:36,V00999,Z008,ENTRY,0,10,113,19.0234,72.874908,25.68,0.0,3,1
E00092277,2026-01-01 06:34:39,V01762,Z006,ENTRY,0,23,133,19.04282,72.839793,25.68,0.0,3,1
E00362712,2026-01-01 06:34:59,V03379,Z019,ENTRY,0,18,130,19.035184,72.900093,25.68,0.0,3,1
E00062811,2026-01-01 06:35:09,V01336,Z005,ENTRY,0,15,81,19.069229,72.87472,25.68,0.0,3,1
